year_month;cloud_provider;account_id;environment;total_list_cost;total_net_cost;total_on_demand_cost;total_amortized_cost;total_forecast_monthly_cost;total_budget_amount;avg_budget_utilization_pct;avg_cost_variance_7d_pct;avg_cost_variance_30d_pct;anomaly_count;row_count
2023-06;Azure;acct-009;prod;11.254.641;8.594.122;3.485.738;7.439.513;35.956.769.999.999.900;4186481.04;0.0008475609756097562;0.06438658536585366;0.05763414634146342;0;82
2023-06;Azure;acct-009;staging;21.475.130.000.000.000;1.666.654;904.961;1.457.867;5.154.025;581138.95;0.0008789473684210526;0.05291315789473684;0.053015789473684204;0;38
2023-06;Azure;acct-010;dev;680.468;568.317;418.185;513.019;2.547.418;155383.5;0.0015842105263157895;0.07296842105263159;0.08982105263157894;0;19
2023-06;Azure;acct-010;prod;13.026.336;10.099.345.999.999.900;34.800.939.999.999.900;8.744.367;40.813.337;5062673.9;0.0008131313131313131;0.06213838383838384;0.04722323232323232;0;99
2023-06;Azure;acct-010;staging;2.432.913;1.909.929;1.095.595;1.638.664;7.609.941;565697.26;0.0013750000000000001;0.0729888888888889;0.0763;0;36
2023-06;GCP;acct-001;dev;1.089.033;821.378;60.707;762.054;2.663.572;227146.79;0.0012074074074074075;-0.005688888888888887;0.038;0;27
2023-06;GCP;acct-001;prod;9.821.423;7.685.115;2.857.451;6.637.576;24.634.453;4466258.4;0.0005588235294117647;0.08504588235294117;0.05589411764705883;0;85
2023-06;GCP;acct-001;staging;1.885.171;1.489.487;829.073;130.58;513.766;449818.81;0.0010866666666666666;0.029026666666666666;0.016679999999999997;0;30
2023-06;GCP;acct-002;dev;607.412;467.829;333.518;422.766;841.536;148415.39;0.0005722222222222222;0.055833333333333325;0.054688888888888884;0;18
2023-06;GCP;acct-002;prod;11.733.034;8.998.759;3.034.194;777.968;34.267.044;4772928.55;0.0007193548387096774;0.04188494623655914;0.030938709677419355;0;93
2023-06;GCP;acct-002;staging;2.593.148;2.037.249;110.277;1.814.658;7.230.985;616746.77;0.0011725;0.0363;0.005600000000000001;0;40
2023-06;GCP;acct-003;dev;866.878;687.366;525.698;636.838;3.700.221;207660.26;0.0018538461538461538;0.0021807692307692296;0.0030153846153846142;0;26
2023-06;GCP;acct-003;prod;10.659.841.000.000.000;8.420.774;2.775.374;7.235.552;29.892.073;4223155.26;0.0006951807228915663;0.03029277108433735;0.06736506024096385;0;83
2023-06;GCP;acct-003;staging;2.697.065;21.536.169.999.999.900;1.092.636;187.92;8.456.433;641960.6;0.0013073170731707317;0.07005853658536584;0.06385365853658537;0;41
2023-06;GCP;acct-004;dev;826.321;622.192;47.688.900.000.000.000;58.002.700.000.000.000;2.925.225;184917.76;0.001552173913043478;0.04392608695652174;-0.007956521739130432;0;23
2023-06;GCP;acct-004;prod;12.584.598;9.553.223;3.451.599;8.343.331;50.028.382;4909830.57;0.0010326315789473683;0.08161578947368421;0.050719999999999994;0;95
2023-06;GCP;acct-004;staging;2.209.659;17.757.920.000.000.000;934.003;1.503.762;5.720.368;511112.81;0.0011333333333333334;0.03601212121212121;0.07911515151515151;0;33
2023-06;GCP;acct-005;dev;1.022.541;817.953;609.179;76.778;2.484.596;240477.38;0.00105;0.03364;0.012816666666666667;0;30
2023-06;GCP;acct-005;prod;13.581.153;10.474.202;3.873.334;8.992.028;39.574.307;5429785.82;0.000730188679245283;0.07645188679245282;0.05673490566037735;0;106
2023-06;GCP;acct-005;staging;2.095.328;158.327;8.961.880.000.000.000;1.379.382;9.547.269;508560.82;0.0018757575757575758;0.04534242424242424;0.07309696969696969;0;33
2023-06;GCP;acct-006;dev;927.071;706.678;51.601;6.472.710.000.000.000;3.398.804;190700.4;0.0017541666666666667;0.0541625;0.12582083333333333;0;24
2023-06;GCP;acct-006;prod;1.185.167;9.286.203;3.923.798;8.186.843;35.743.684.000.000.000;4638794.28;0.0007999999999999999;0.03814666666666666;0.04882444444444444;0;90
2023-06;GCP;acct-006;staging;1.911.404;146.225;811.563;12.696.690.000.000.000;5.145.041;501706.04;0.001034375;0.0392875;0.07358437500000001;0;32
2023-06;GCP;acct-007;dev;1.031.182;763.292;573.628;677.347;3.410.642;177420.93;0.0020136363636363637;0.07535454545454545;-0.07563181818181819;0;22
2023-06;GCP;acct-007;prod;1.272.729;9.810.805;3.451.915;8.395.156;31.489.491;5086769.62;0.0006262626262626262;0.023965656565656565;0.03881515151515152;0;99
2023-06;GCP;acct-007;staging;2.639.334;2.109.346;1.194.533;19.051.069.999.999.900;9.581.553;608788.85;0.0015175000000000002;0.041249999999999995;0.0019025000000000008;0;40
2023-06;GCP;acct-008;dev;7.957.469.999.999.990;598.688;460.775;563.033;2.708.251;162720.96;0.00172;0.020560000000000002;0.10263;0;20
2023-06;GCP;acct-008;prod;10.622.461;8.212.968;2.858.693;7.031.036;41.709.775;4672433.54;0.0008922222222222222;0.06451444444444444;0.052366666666666666;0;90
2023-06;GCP;acct-008;staging;3.524.286;277.438;1.608.511;2.413.411;9.364.737;754557.9;0.0012612244897959185;-0.023624489795918368;0.008744897959183673;0;49
2023-06;GCP;acct-009;dev;653.049;50.531;384.602;473.072;1.057.635;151012.61;0.0007105263157894736;0.037063157894736846;0.05317368421052632;0;19
2023-06;GCP;acct-009;prod;12.785.978;9.559.983;3.414.944;8.254.189;37.947.462;4779375.18;0.0007840425531914893;0.039985106382978725;0.008982978723404254;0;94
2023-06;GCP;acct-009;staging;2.731.653;2.134.646;116.888;1.880.896;7.835.903;670412.24;0.0011454545454545454;0.08460681818181819;0.11248409090909091;0;44
2023-06;GCP;acct-010;dev;10.489.699.999.999.900;822.521;621.053;765.831;6.053.658;202260.05;0.003024;0.108052;0.060156;0;25
2023-06;GCP;acct-010;prod;12.967.938;9.765.457;3.709.903;8.445.283;37.730.474;4928954.07;0.0007625;0.057672916666666664;0.054745833333333334;0;96
2023-06;GCP;acct-010;staging;2.477.132;1.949.861;103.991;1.695.038;9.231.208;47.140.627.999.999.900;0.0019451612903225806;0.04706451612903226;0.030406451612903222;0;31
2023-07;AWS;acct-001;dev;910.728;70.718;510.615;647.145;1.973.539;179518.03;0.0010954545454545455;0.08186363636363637;0.03849545454545455;0;22
2023-07;AWS;acct-001;prod;11.928.157;9.036.055;3.023.154;7.693.313;32.105.999;4376746.49;0.0007211764705882353;0.047296470588235294;0.05049647058823529;0;85
2023-07;AWS;acct-001;staging;2.775.176;21.242.000.000.000.000;1.053.479;1.783.659;9.126.556;560148.85;0.0017333333333333333;0.028699999999999996;0.060738888888888884;0;36
2023-07;AWS;acct-002;dev;11.303.190.000.000.000;8.958.970.000.000.000;695.155;838.637;1.968.512;227896.73;0.0008642857142857142;-0.0050750000000000005;0.061010714285714286;0;28
2023-07;AWS;acct-002;prod;10.317.863;8.008.103;3.186.161;6.992.071;27.405.861.999.999.900;3925648.99;0.0006907894736842105;0.05524210526315789;0.10859736842105265;0;76
2023-07;AWS;acct-002;staging;2.850.342;2.217.078;1.285.156;1.972.294;13.865.244;697760.52;0.0020909090909090908;0.057343181818181814;0.12474090909090908;0;44
2023-07;AWS;acct-003;dev;1.277.902;971.477;699.148;869.895;3.148.621;240007.01;0.001324137931034483;0.03288620689655172;0.023620689655172417;0;29
2023-07;AWS;acct-003;prod;13.492.311;10.298.365;3.576.835;8.899.469;45.630.136;4625313.8;0.0009538461538461539;0.0447989010989011;0.030805494505494507;0;91
2023-07;AWS;acct-003;staging;2.203.972;1.736.826;994.958;1.542.839;6.563.099;517225.67;0.0012303030303030301;0.05731818181818182;0.011869696969696971;0;33
2023-07;AWS;acct-004;dev;1.086.187;859.104;60.616.299.999.999.900;775.992;37.444.190.000.000.000;219233.3;0.0016777777777777778;0.012359259259259259;0.05145185185185185;0;27
2023-07;AWS;acct-004;prod;12.640.458;9.580.224;3.357.241;8.248.858;45.622.895;4505243.4;0.0010321839080459768;0.09118505747126437;0.026345977011494253;0;87
2023-07;AWS;acct-004;staging;181.654;1.486.559;658.439;1.252.245;6.282.085;414336.68;0.0015333333333333334;0.03821481481481482;-0.0010444444444444461;0;27
2023-07;AWS;acct-005;dev;775.429;589.846;43.428;551.673;274.236;172237.58;0.0016095238095238094;0.1009;0.10964285714285715;0;21
2023-07;AWS;acct-005;prod;12.249.171.000.000.000;9.375.951;3.183.745;7.953.049;37.388.585.000.000.000;4441429.25;0.0008482758620689656;0.02905977011494253;0.0343551724137931;0;87
2023-07;AWS;acct-005;staging;2.574.842;1.977.001;1.101.376;1.756.657;7.799.624;465334.19;0.0017000000000000001;0.07697333333333332;0.04993333333333334;0;30
2023-07;AWS;acct-006;dev;1.140.016;897.319;641.388;836.992;2.955.063;21.737.041.999.999.900;0.0013653846153846155;0.03065769230769231;0.03545;0;26
2023-07;AWS;acct-006;prod;14.086.375;11.002.041;375.997;9.404.994;40.662.462;4787740.11;0.0008578947368421053;0.04201263157894737;0.12291157894736843;0;95
2023-07;AWS;acct-006;staging;2.243.145;1.762.799;992.518;1.509.457;7.137.703;470317.38;0.00157;0.032709999999999996;0.13806333333333332;0;30
2023-07;AWS;acct-007;dev;1.179.385;938.425;733.783;868.431;4.163.279;239277.02;0.001706896551724138;-0.006058620689655172;0.0590551724137931;0;29
2023-07;AWS;acct-007;prod;13.413.305;10.598.676;3.546.802;9.045.313;46.619.928;5130974.73;0.000904;0.075332;0.033043;0;100
2023-07;AWS;acct-007;staging;3.019.949;23.291.649.999.999.900;1.122.901;2.026.816;6.949.798;676198.39;0.0010704545454545454;0.10907272727272727;0.08650227272727272;0;44
2023-07;AWS;acct-008;dev;889.135;67.839;476.783;614.976;1.929.771;185070.01;0.0010136363636363637;0.04389090909090909;0.022286363636363635;0;22
2023-07;AWS;acct-008;prod;15.401.304;11.705.871;397.272;10.013.486;45.587.339;5261482.11;0.0008990196078431373;0.0435656862745098;0.037419607843137255;0;102
2023-07;AWS;acct-008;staging;3.186.571;2.422.353;141.451;2.141.625;11.935.142;713183.61;0.0017021739130434782;0.05449347826086957;0.05297391304347827;0;46
2023-07;AWS;acct-009;dev;86.093;634.228;489.349;604.659;2.698.476;195587.82;0.0014333333333333333;0.08124166666666667;0.08875;0;24
2023-07;AWS;acct-009;prod;12.539.752;9.710.241;3.492.938;8.366.978;45.178.062;5113264.16;0.000860204081632653;0.04512755102040816;0.08562755102040817;0;98
2023-07;AWS;acct-009;staging;25.240.120.000.000.000;19.729.760.000.000.000;1.196.343;1.781.864;12.883.115;583118.94;0.0022567567567567566;0.06224594594594595;0.11484864864864863;0;37
2023-07;AWS;acct-010;dev;8.389.269.999.999.990;623.931;481.851;59.769.400.000.000.000;3.040.469;188044.78;0.001673913043478261;0.05210869565217391;-0.0518391304347826;0;23
2023-07;AWS;acct-010;prod;1.237.002;9.860.569;3.710.088;8.482.827;36.886.872;4690141.59;0.000791304347826087;0.000891304347826086;0.060336956521739135;0;92
2023-07;AWS;acct-010;staging;3.082.427;2.446.642;1.398.922;2.141.222;8.329.537;602906.7;0.0013794871794871794;0.045017948717948716;0.02731538461538462;0;39
2023-07;Azure;acct-001;dev;983.417;765.274;541.539;702.112;41.186.990.000.000.000;195504.39;0.002104166666666667;0.044962499999999996;0.028979166666666657;0;24
2023-07;Azure;acct-001;prod;13.094.455;9.788.118;3.472.579;8.474.474;44.484.171;52.986.087.299.999.900;0.0008413461538461538;0.03285384615384615;0.06958557692307693;0;104
2023-07;Azure;acct-001;staging;2.384.594;1.890.889;991.231;1.659.266;7.051.411;629020.54;0.0010976190476190476;0.028392857142857147;0.041999999999999996;0;42
2023-07;Azure;acct-002;dev;1.071.243;8.657.939.999.999.990;619.995;795.896;2.737.327;195298.23;0.0014666666666666665;0.0834625;0.16992083333333333;0;24
2023-07;Azure;acct-002;prod;12.641.588;10.000.212;3.846.581;8.630.612;51.687.533;5007580.41;0.0010323232323232324;0.06012323232323233;0.049985858585858585;0;99
2023-07;Azure;acct-002;staging;2.132.523;1.648.333;833.592;1.445.315;6.595.475;543925.34;0.001236111111111111;0.049077777777777776;0.07307777777777777;0;36
2023-07;Azure;acct-003;dev;1.169.678;942.021;699.567;853.665;3.034.874;230693.09;0.0013035714285714285;0.10916428571428571;0.02123571428571428;0;28
2023-07;Azure;acct-003;prod;10.130.885.000.000.000;8.052.289;2.911.563;6.972.387;29.758.161;4084217.35;0.00071125;0.033257499999999995;0.058094999999999994;0;80
2023-07;Azure;acct-003;staging;2.659.612;2.059.572;1.046.195;1.795.265;10.331.018;531366.59;0.0020088235294117647;0.07565588235294118;0.06218235294117648;0;34
2023-07;Azure;acct-004;dev;871.505;6.556.739.999.999.990;444.395;600.398;311.874;197905.37;0.0015166666666666668;0.04762916666666667;-0.005854166666666673;0;24
2023-07;Azure;acct-004;prod;1.321.336;10.135.063;3.433.979;8.614.387;41.592.258;4945082.18;0.0008525773195876288;0.07762680412371134;0.08079381443298969;0;97
2023-07;Azure;acct-004;staging;2.585.217;1.998.181;1.094.034;1.791.122;10.505.364;575641.8;0.001786111111111111;0.039025000000000004;0.07596388888888889;0;36
2023-07;Azure;acct-005;dev;1.029.341;775.739;547.908;706.515;3.150.503;200790.9;0.001596;0.0696;-0.018096;0;25
2023-07;Azure;acct-005;prod;10.447.134;7.909.768;2.960.745;685.211;36.385.102;4903013.36;0.0007747368421052632;0.06423052631578947;0.04680736842105263;0;95
2023-07;Azure;acct-005;staging;2.838.333;2.121.832;1.052.741;183.908;6.306.453;7.539.065.599.999.990;0.0008408163265306122;0.08160612244897959;0.03288367346938775;0;49
2023-07;Azure;acct-006;dev;1.327.559;10.003.699.999.999.900;761.249;926.775;40.793.129.999.999.900;316857.35;0.0012631578947368421;0.08164210526315789;-0.017205263157894734;0;38
2023-07;Azure;acct-006;prod;999.708;7.819.588;310.846;6.824.623;22.967.797;3934689.23;0.0005886075949367088;0.07022151898734177;0.028498734177215195;0;79
2023-07;Azure;acct-006;staging;2.855.113;2.100.741;11.360.849.999.999.900;1.877.899;12.652.126;588432.16;0.002212820512820513;0.0335974358974359;0.044094871794871794;0;39
2023-07;Azure;acct-007;dev;888.243;687.951;52.420.500.000.000.000;626.499;4.543.357;167761.55;0.00261;0.018889999999999997;0.05835;0;20
2023-07;Azure;acct-007;prod;12.926.885;9.839.946;397.429;8.591.744;40.268.429;4994462.1;0.0008112244897959184;0.07600918367346939;0.07386632653061224;0;98
2023-07;Azure;acct-007;staging;2.194.015;176.39;840.858;154.521;9.845.142;549114.84;0.0019194444444444448;0.07207222222222222;0.006019444444444443;0;36
2023-07;Azure;acct-008;dev;937.386;755.161;560.203;692.577;4.540.949;180729.23;0.002390909090909091;0.04761818181818182;0.04519090909090909;0;22
2023-07;Azure;acct-008;prod;13.290.009;10.431.384;4.358.701;9.146.386;40.573.062;4907326.84;0.0008270833333333333;0.06547499999999999;0.056996875;0;96
2023-07;Azure;acct-008;staging;2.242.497;1.821.947;1.034.544;1.652.147;5.146.202;576326.46;0.000918421052631579;0.013007894736842104;0.028573684210526324;0;38
2023-07;Azure;acct-009;dev;1.291.638;1.037.574;79.822;959.159;2.789.889;245686.37;0.00116;0.07618333333333333;0.05488;0;30
2023-07;Azure;acct-009;prod;11.971.245;9.406.511;3.675.433;8.157.057;33.869.111;4505690.75;0.0007611111111111112;0.047647777777777775;0.03705888888888889;0;90
2023-07;Azure;acct-009;staging;1.863.196;1.429.541;763.605;1.259.688;6.193.439;477810.86;0.0013193548387096775;0.04269677419354839;0.06329354838709678;0;31
2023-07;Azure;acct-010;dev;785.176;61.376.200.000.000.000;455.375;567.102;4.794.904;151280.63;0.0031388888888888885;0.04696111111111111;0.061594444444444445;0;18
2023-07;Azure;acct-010;prod;14.738.542;11.577.937;4.034.713;9.945.138.000.000.000;38.170.019;5326094.59;0.0007259615384615384;0.05308846153846154;0.012191346153846153;0;104
2023-07;Azure;acct-010;staging;2.116.229;1.627.647;790.077;1.373.436;8.474.972;514106.53;0.0016352941176470588;0.05386176470588236;0.08865882352941178;0;34
2023-07;GCP;acct-001;dev;952.876;77.199;57.690.200.000.000.000;707.791;422.371;180655.31;0.002390909090909091;0.041327272727272726;0.014036363636363637;0;22
2023-07;GCP;acct-001;prod;9.173.992.000.000.000;7.145.754;25.469.480.000.000.000;6.161.631;25.191.553;4079404.39;0.00063;0.031325000000000006;0.0585425;0;80
2023-07;GCP;acct-001;staging;3.257.694;2.564.187;1.244.378;2.238.838;9.132.851;745236.83;0.001196;0.08451399999999999;0.075668;0;50
2023-07;GCP;acct-002;dev;688.386;547.318;414.595;518.774;3.060.564;15.828.261.000.000.000;0.00196;0.06454;0.123045;0;20
2023-07;GCP;acct-002;prod;1.323.853;10.275.387;3.132.005;8.739.163;39.266.016;5010391.3;0.00078989898989899;0.053288888888888886;0.07563030303030303;0;99
2023-07;GCP;acct-002;staging;2.067.391;1.555.647;765.387;1.378.281;4.387.354;590418.08;0.0007564102564102564;0.08767179487179487;0.05035641025641026;0;39
2023-07;GCP;acct-003;dev;746.975;559.212;43.329;523.706;1.196.651;185106.24;0.0006363636363636364;-0.02405454545454545;0.01678636363636364;0;22
2023-07;GCP;acct-003;prod;14.392.526;11.279.468;4.549.328;9.857.845;5.040.908;5415620.74;0.0009283018867924528;0.07118962264150944;0.0524877358490566;0;106
2023-07;GCP;acct-003;staging;2.851.272;2.214.869;1.084.653;1.925.181;9.506.370.000.000.000;635563.84;0.0015142857142857143;0.03891666666666667;0.046259523809523806;0;42
2023-07;GCP;acct-004;dev;743.789;589.333;452.412;550.304;1.810.625;171437.59;0.0010809523809523808;0.07810476190476191;0.0745095238095238;0;21
2023-07;GCP;acct-004;prod;12.591.643;9.710.347;3.108.073;8.261.253;39.041.752;5557663.95;0.0007293577981651376;0.027009174311926606;0.07124311926605505;0;109
2023-07;GCP;acct-004;staging;2.303.833;1.773.477;883.034;1.528.985;7.924.347;550757.74;0.0014324324324324323;0.02896486486486486;0.045778378378378386;0;37
2023-07;GCP;acct-005;dev;10.357.379.999.999.900;781.591;585.531;710.178;3.090.585;181176.22;0.0017090909090909092;0.048100000000000004;0.0010136363636363656;0;22
2023-07;GCP;acct-005;prod;10.359.689;781.628;2.817.489;6.713.567;2.948.301;4680718.09;0.0006472527472527473;0.021106593406593408;0.08251208791208792;0;91
2023-07;GCP;acct-005;staging;2.956.952;2.312.841;1.226.615;20.214.770.000.000.000;11.165.559;696432.75;0.0016155555555555556;0.039891111111111106;0.04076222222222222;0;45
2023-07;GCP;acct-006;dev;876.516;713.461;537.767;676.624;2.644.479;194460.06;0.0013416666666666666;0.17766250000000003;0.1646125;0;24
2023-07;GCP;acct-006;prod;12.110.937;9.555.443;3.332.763;8.212.512;45.704.977;4698324.5;0.000989247311827957;0.02745483870967742;0.06824193548387096;0;93
2023-07;GCP;acct-006;staging;2.641.545;2.002.343;1.131.136;177.472;11.571.022;627716.73;0.0018170731707317072;0.01953658536585366;0.12762926829268292;0;41
2023-07;GCP;acct-007;dev;103.914;848.757;631.782;776.638;1.748.751;19.334.783.000.000.000;0.0009166666666666666;0.05805;0.15551666666666666;0;24
2023-07;GCP;acct-007;prod;9.036.766;7.096.169;2.460.356;6.174.526;28.866.021;3531246.5;0.00083768115942029;0.04582898550724637;0.03744782608695653;0;69
2023-07;GCP;acct-007;staging;3.180.815;2.487.259;1.262.227;216.514;9.679.898.000.000.000;693503.12;0.0013333333333333333;0.061160000000000006;-0.00038888888888889293;0;45
2023-07;GCP;acct-008;dev;806.532;627.352;446.677;572.736;1.807.994;159101.2;0.00118;0.039525000000000005;0.122675;0;20
2023-07;GCP;acct-008;prod;10.627.391;8.150.692;3.083.891;7.120.768;33.543.499;4188386.41;0.0008341463414634146;0.06165853658536585;0.04975487804878049;0;82
2023-07;GCP;acct-008;staging;2.298.766;1.737.142;947.123;1.555.599;632.049;5.651.848.200.000.000;0.0011216216216216215;0.03376486486486486;0.11871351351351352;0;37
2023-07;GCP;acct-009;dev;9.974.889.999.999.990;765.755;56.427.600.000.000.000;689.601;24.259.969.999.999.900;239941.79;0.0010107142857142856;0.032175;0.024425000000000002;0;28
2023-07;GCP;acct-009;prod;10.716.086;8.372.576;3.060.791;7.164.029;31.969.601;4325707.16;0.0007611764705882354;0.03596470588235294;0.029141176470588233;0;85
2023-07;GCP;acct-009;staging;2.883.534;2.267.197;1.002.031;1.964.728;10.717.507;648764.22;0.0016333333333333332;0.03922619047619048;0.011919047619047617;0;42
2023-07;GCP;acct-010;dev;535.161;404.071;30.492;374.107;2.088.087;143045.43;0.0014833333333333335;0.15808333333333333;0.04119444444444445;0;18
2023-07;GCP;acct-010;prod;13.049.493;10.102.408;3.425.874;8.627.102;42.589.875;4944262.6;0.0008714285714285715;0.0415469387755102;0.038360204081632654;0;98
2023-07;GCP;acct-010;staging;3.143.595;2.384.837;1.272.007;21.147.560.000.000.000;8.423.691;600640.81;0.001382051282051282;0.02605128205128205;0.013820512820512824;0;39
2023-08;AWS;acct-001;dev;921.746;70.189;515.446;646.893;2.878.168;215572.04;0.0013111111111111112;0.05356296296296296;-0.0034222222222222215;0;27
2023-08;AWS;acct-001;prod;12.801.582;9.602.265;3.691.315;8.353.505;49.331.644;4971798.7;0.0010030927835051546;0.04632474226804124;0.017374226804123708;0;97
2023-08;AWS;acct-001;staging;2.093.789;1.589.555;764.304;1.362.762;5.058.649;481580.11;0.0010580645161290324;0.10234516129032259;0.007732258064516131;0;31
2023-08;AWS;acct-002;dev;66.984;53.613;393.384;474.088;1.781.722;147946.45;0.0012555555555555555;0.018888888888888886;0.01599444444444444;0;18
2023-08;AWS;acct-002;prod;11.889.445;9.192.502;3.509.653;7.927.208;34.969.092;5036678.73;0.0007;0.058651546391752574;0.09052061855670103;0;97
2023-08;AWS;acct-002;staging;2.096.007;1.657.108;10.016.720.000.000.000;1.502.341;6.116.392;551580.03;0.0011138888888888889;0.054275;0.035666666666666666;0;36
2023-08;AWS;acct-003;dev;767.845;599.021;436.601;546.746;1.976.078;184459.52;0.0010727272727272727;0.06485454545454546;0.09284545454545455;0;22
2023-08;AWS;acct-003;prod;12.655.433;9.774.805;3.728.767;850.123;44.111.088;4662254.49;0.0009782608695652173;0.05679782608695653;0.010448913043478262;0;92
2023-08;AWS;acct-003;staging;3.121.875;2.514.544;1.441.942;2.259.544;10.451.309.999.999.900;660275.79;0.001541860465116279;0.016204651162790695;0.10417441860465115;0;43
2023-08;AWS;acct-004;dev;13.486.090.000.000.000;1.032.623;747.735;941.764;4.166.195;285887.08;0.0014777777777777777;0.06383333333333334;0.01561944444444444;0;36
2023-08;AWS;acct-004;prod;14.641.147;11.400.869;4.055.797;9.781.872;56.219.655.999.999.900;5176243.93;0.001129;0.045876;0.066011;0;100
2023-08;AWS;acct-004;staging;25.212.030.000.000.000;195.225;1.136.426;1.730.775;7.700.141;625186.38;0.0012924999999999998;0.0657025;0.0371475;0;40
2023-08;AWS;acct-005;dev;949.973;692.993;539.181;629.382;4.393.234;24.916.161.000.000.000;0.0018933333333333335;0.04372333333333333;0.030169999999999995;0;30
2023-08;AWS;acct-005;prod;13.058.692;10.074.962;3.528.331;8.686.822;36.302.421;5483969.08;0.0006688679245283018;0.054165094339622646;-0.01731320754716981;0;106
2023-08;AWS;acct-005;staging;2.164.734;1.683.469;988.399;1.506.455;8.303.308.999.999.990;580781.87;0.0014526315789473684;0.03769473684210527;0.018021052631578948;0;38
2023-08;AWS;acct-006;dev;819.285;636.868;482.742;584.412;20.470.940.000.000.000;145060.8;0.0014277777777777778;0.05191111111111111;-0.009077777777777777;0;18
2023-08;AWS;acct-006;prod;12.393.952;976.664;370.057;849.779;44.528.804;5050165.53;0.0009131313131313131;0.05478080808080808;0.036630303030303034;0;99
2023-08;AWS;acct-006;staging;2.432.142;1.887.485;1.078.155;1.711.031;10.155.395;602306.39;0.001695;0.0484475;0.007654999999999998;0;40
2023-08;AWS;acct-007;dev;839.063;626.416;45.069;580.303;30.465.290.000.000.000;208737.97;0.001484;0.039;0.02218;0;25
2023-08;AWS;acct-007;prod;13.068.979;10.118.388;4.108.419;8.859.072;49.837.194;5098034.39;0.000986;0.017466999999999996;0.071665;0;100
2023-08;AWS;acct-007;staging;2.811.996;2.093.657;1.303.144;1.907.399;8.155.677.000.000.000;733445.55;0.0010638297872340426;0.06458510638297872;0.0790808510638298;0;47
2023-08;AWS;acct-008;dev;99.504;781.123;57.298;739.291;2.170.136;216007.31;0.001026923076923077;0.09524615384615384;0.07858846153846154;0;26
2023-08;AWS;acct-008;prod;9.505.305;7.408.942;2.779.651;6.397.812;3.041.053;4183407.26;0.0007536585365853659;0.057453658536585364;0.04681219512195122;0;82
2023-08;AWS;acct-008;staging;2.476.858;18.838.049.999.999.900;1.025.087;1.675.477;6.518.804;520351.23;0.0012176470588235295;0.03758529411764705;0.05627352941176471;0;34
2023-08;AWS;acct-009;dev;872.324;7.050.019.999.999.990;543.084;661.444;3.173.446;200880.38;0.0016791666666666667;0.07716666666666666;0.10254999999999999;0;24
2023-08;AWS;acct-009;prod;10.971.632;8.505.389;3.006.176;7.326.906;4.271.758;4501512.41;0.0009426966292134832;0.07690224719101123;0.0659752808988764;0;89
2023-08;AWS;acct-009;staging;2.035.763;15.987.120.000.000.000;889.414;142.927;6.093.242;654641.38;0.0009585365853658537;0.036014634146341463;0.11462439024390245;0;41
2023-08;AWS;acct-010;dev;824.023;613.437;450.911;556.894;1.324.387;156477.37;0.000863157894736842;0.015605263157894738;0.05465789473684211;0;19
2023-08;AWS;acct-010;prod;13.506.327;10.315.265;3.418.482;8.919.441;4.163.145;5712080.02;0.0007309090909090909;0.03490454545454545;0.08875636363636363;0;110
2023-08;AWS;acct-010;staging;214.594;1.750.669;861.405;1.479.908;6.749.134;594501.0;0.0011342105263157894;0.06616052631578948;-0.01361052631578947;0;38
2023-08;Azure;acct-001;dev;892.736;665.365;52.132.999.999.999.900;590.836;24.984.480.000.000.000;208899.03;0.0011461538461538462;0.0743576923076923;0.15350769230769232;0;26
2023-08;Azure;acct-001;prod;9.939.284;7.684.888;2.716.566;6.614.509;36.389.958;4575863.93;0.0008112359550561798;0.0668247191011236;0.05076966292134832;0;89
2023-08;Azure;acct-001;staging;289.678;2.328.154;1.418.755;2.113.365;12.151.929;689688.55;0.0017222222222222222;0.04476888888888889;0.02618888888888889;0;45
2023-08;Azure;acct-002;dev;635.977;495.174;372.967;467.269;2.289.957;169183.76;0.001295;0.02794;0.14667000000000002;0;20
2023-08;Azure;acct-002;prod;9.825.332;7.422.383;2.801.342;6.409.661;27.209.228;4318519.59;0.0006325581395348837;0.03251976744186046;0.03733604651162791;0;86
2023-08;Azure;acct-002;staging;2.427.612;2.003.062;981.579;1.738.583;6.261.721;5.363.743.200.000.000;0.0011911764705882354;0.0646235294117647;0.08221470588235293;0;34
2023-08;Azure;acct-003;dev;66.118;518.749;38.957.499.999.999.900;473.895;3.613.158;16.432.966.999.999.900;0.002119047619047619;0.021900000000000003;0.0028190476190476203;0;21
2023-08;Azure;acct-003;prod;10.784.248;836.303;3.151.608;7.320.516;34.159.066.000.000.000;4657898.38;0.0007211111111111111;0.04369777777777777;0.05224777777777778;0;90
2023-08;Azure;acct-003;staging;1.601.993;1.258.582;658.225;11.119.369.999.999.900;7.271.484;413944.94;0.001811111111111111;0.06977037037037037;0.008525925925925925;0;27
2023-08;Azure;acct-004;dev;462.654;364.183;294.995;34.367.399.999.999.900;1.562.398;135962.68;0.0011058823529411766;0.05174705882352941;0.1312705882352941;0;17
2023-08;Azure;acct-004;prod;10.167.272;7.834.641;2.854.384;6.786.851;32.674.137;4263022.29;0.0007536585365853659;0.06563292682926829;0.07820731707317073;0;82
2023-08;Azure;acct-004;staging;2.285.591;1.747.648;876.901;1.552.903;6.385.391.999.999.990;625216.85;0.0010658536585365854;0.01915121951219512;0.04379512195121951;0;41
